date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:27:56	57596/57596	---M-Z	200	added ('OK')	application/javascript	etag:%2232ad004436155ec972bc50e6238b5b67+gzip+gzip%22	https://static.ads-twitter.com/uwt.js	E:/New%20folder%20(2)/hakthon/static.ads-twitter.com/uwt.js	(from https://www.algorand.foundation/build-a-bull-hackathon?utm_source=Google&utm_medium=paidsearch&utm_campaign=Hackathon&utm_content=register&utm_term=allnonbrand&utm_source=google&utm_medium=cpc&utm_campaign=20568089981&utm_adgroup=153068630385&utm_term=upcoming%20hackathons&gclid=CjwKCAjwkNOpBhBEEiwAb3MvvW47dBI_Tt5FMHR01NXLoZNW2Da2LWAXHrNfU23oWZ3EL6drMF6eMxoCTAIQAvD_BwE)
16:27:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2022%20Oct%202023%2010:57:54%20GMT	http://js-eu1.hsforms.net/forms/embed/v2.js	E:/New%20folder%20(2)/hakthon/js-eu1.hsforms.net/forms/embed/v2.a.delayed	(from https://www.algorand.foundation/build-a-bull-hackathon?utm_source=Google&utm_medium=paidsearch&utm_campaign=Hackathon&utm_content=register&utm_term=allnonbrand&utm_source=google&utm_medium=cpc&utm_campaign=20568089981&utm_adgroup=153068630385&utm_term=upcoming%20hackathons&gclid=CjwKCAjwkNOpBhBEEiwAb3MvvW47dBI_Tt5FMHR01NXLoZNW2Da2LWAXHrNfU23oWZ3EL6drMF6eMxoCTAIQAvD_BwE)
16:27:58	576122/576122	---MCZ	200	added ('OK')	application/javascript	etag:W/%22df4d197f9648d27915af7ec01a018b73%22	https://js-eu1.hsforms.net/forms/embed/v2.js	E:/New%20folder%20(2)/hakthon/js-eu1.hsforms.net/forms/embed/v2.js	(from https://www.algorand.foundation/build-a-bull-hackathon?utm_source=Google&utm_medium=paidsearch&utm_campaign=Hackathon&utm_content=register&utm_term=allnonbrand&utm_source=google&utm_medium=cpc&utm_campaign=20568089981&utm_adgroup=153068630385&utm_term=upcoming%20hackathons&gclid=CjwKCAjwkNOpBhBEEiwAb3MvvW47dBI_Tt5FMHR01NXLoZNW2Da2LWAXHrNfU23oWZ3EL6drMF6eMxoCTAIQAvD_BwE)
16:27:58	56718/56718	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Oct%202023%2010:57:56%20GMT	https://www.algorand.foundation/build-a-bull-hackathon-faqs	E:/New%20folder%20(2)/hakthon/www.algorand.foundation/build-a-bull-hackathon-faqs.html	(from https://www.algorand.foundation/build-a-bull-hackathon?utm_source=Google&utm_medium=paidsearch&utm_campaign=Hackathon&utm_content=register&utm_term=allnonbrand&utm_source=google&utm_medium=cpc&utm_campaign=20568089981&utm_adgroup=153068630385&utm_term=upcoming%20hackathons&gclid=CjwKCAjwkNOpBhBEEiwAb3MvvW47dBI_Tt5FMHR01NXLoZNW2Da2LWAXHrNfU23oWZ3EL6drMF6eMxoCTAIQAvD_BwE)
16:27:59	92690/92690	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Oct%202023%2010:57:56%20GMT	https://www.algorand.foundation/build-a-bull-hackathon?utm_source=algorandfoundation&utm_medium=popup&utm_campaign=hackathon&utm_content=register	E:/New%20folder%20(2)/hakthon/www.algorand.foundation/build-a-bull-hackathonff1f.html	(from https://www.algorand.foundation/build-a-bull-hackathon?utm_source=Google&utm_medium=paidsearch&utm_campaign=Hackathon&utm_content=register&utm_term=allnonbrand&utm_source=google&utm_medium=cpc&utm_campaign=20568089981&utm_adgroup=153068630385&utm_term=upcoming%20hackathons&gclid=CjwKCAjwkNOpBhBEEiwAb3MvvW47dBI_Tt5FMHR01NXLoZNW2Da2LWAXHrNfU23oWZ3EL6drMF6eMxoCTAIQAvD_BwE)
16:28:00	576044/576044	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Oct%202023%2010:57:57%20GMT	https://www.algorand.foundation/team	E:/New%20folder%20(2)/hakthon/www.algorand.foundation/team.html	(from https://www.algorand.foundation/build-a-bull-hackathon?utm_source=Google&utm_medium=paidsearch&utm_campaign=Hackathon&utm_content=register&utm_term=allnonbrand&utm_source=google&utm_medium=cpc&utm_campaign=20568089981&utm_adgroup=153068630385&utm_term=upcoming%20hackathons&gclid=CjwKCAjwkNOpBhBEEiwAb3MvvW47dBI_Tt5FMHR01NXLoZNW2Da2LWAXHrNfU23oWZ3EL6drMF6eMxoCTAIQAvD_BwE)
16:28:00	139369/139369	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Oct%202023%2010:57:58%20GMT	https://www.algorand.foundation/boards	E:/New%20folder%20(2)/hakthon/www.algorand.foundation/boards.html	(from https://www.algorand.foundation/build-a-bull-hackathon?utm_source=Google&utm_medium=paidsearch&utm_campaign=Hackathon&utm_content=register&utm_term=allnonbrand&utm_source=google&utm_medium=cpc&utm_campaign=20568089981&utm_adgroup=153068630385&utm_term=upcoming%20hackathons&gclid=CjwKCAjwkNOpBhBEEiwAb3MvvW47dBI_Tt5FMHR01NXLoZNW2Da2LWAXHrNfU23oWZ3EL6drMF6eMxoCTAIQAvD_BwE)
16:28:01	58767/58767	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Oct%202023%2010:57:59%20GMT	https://www.algorand.foundation/careers	E:/New%20folder%20(2)/hakthon/www.algorand.foundation/careers.html	(from https://www.algorand.foundation/build-a-bull-hackathon?utm_source=Google&utm_medium=paidsearch&utm_campaign=Hackathon&utm_content=register&utm_term=allnonbrand&utm_source=google&utm_medium=cpc&utm_campaign=20568089981&utm_adgroup=153068630385&utm_term=upcoming%20hackathons&gclid=CjwKCAjwkNOpBhBEEiwAb3MvvW47dBI_Tt5FMHR01NXLoZNW2Da2LWAXHrNfU23oWZ3EL6drMF6eMxoCTAIQAvD_BwE)
16:28:01	64781/64781	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Oct%202023%2010:57:59%20GMT	https://www.algorand.foundation/internship-program	E:/New%20folder%20(2)/hakthon/www.algorand.foundation/internship-program.html	(from https://www.algorand.foundation/build-a-bull-hackathon?utm_source=Google&utm_medium=paidsearch&utm_campaign=Hackathon&utm_content=register&utm_term=allnonbrand&utm_source=google&utm_medium=cpc&utm_campaign=20568089981&utm_adgroup=153068630385&utm_term=upcoming%20hackathons&gclid=CjwKCAjwkNOpBhBEEiwAb3MvvW47dBI_Tt5FMHR01NXLoZNW2Da2LWAXHrNfU23oWZ3EL6drMF6eMxoCTAIQAvD_BwE)
16:28:02	71213/71213	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Oct%202023%2010:58:00%20GMT	https://www.algorand.foundation/brand-guidelines	E:/New%20folder%20(2)/hakthon/www.algorand.foundation/brand-guidelines.html	(from https://www.algorand.foundation/build-a-bull-hackathon?utm_source=Google&utm_medium=paidsearch&utm_campaign=Hackathon&utm_content=register&utm_term=allnonbrand&utm_source=google&utm_medium=cpc&utm_campaign=20568089981&utm_adgroup=153068630385&utm_term=upcoming%20hackathons&gclid=CjwKCAjwkNOpBhBEEiwAb3MvvW47dBI_Tt5FMHR01NXLoZNW2Da2LWAXHrNfU23oWZ3EL6drMF6eMxoCTAIQAvD_BwE)
16:28:02	59679/59679	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Oct%202023%2010:58:00%20GMT	https://www.algorand.foundation/contact-us	E:/New%20folder%20(2)/hakthon/www.algorand.foundation/contact-us.html	(from https://www.algorand.foundation/build-a-bull-hackathon?utm_source=Google&utm_medium=paidsearch&utm_campaign=Hackathon&utm_content=register&utm_term=allnonbrand&utm_source=google&utm_medium=cpc&utm_campaign=20568089981&utm_adgroup=153068630385&utm_term=upcoming%20hackathons&gclid=CjwKCAjwkNOpBhBEEiwAb3MvvW47dBI_Tt5FMHR01NXLoZNW2Da2LWAXHrNfU23oWZ3EL6drMF6eMxoCTAIQAvD_BwE)
16:28:02	99844/99844	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Oct%202023%2010:58:00%20GMT	https://www.algorand.foundation/the-algo	E:/New%20folder%20(2)/hakthon/www.algorand.foundation/the-algo.html	(from https://www.algorand.foundation/build-a-bull-hackathon?utm_source=Google&utm_medium=paidsearch&utm_campaign=Hackathon&utm_content=register&utm_term=allnonbrand&utm_source=google&utm_medium=cpc&utm_campaign=20568089981&utm_adgroup=153068630385&utm_term=upcoming%20hackathons&gclid=CjwKCAjwkNOpBhBEEiwAb3MvvW47dBI_Tt5FMHR01NXLoZNW2Da2LWAXHrNfU23oWZ3EL6drMF6eMxoCTAIQAvD_BwE)
16:28:02	68552/68552	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Oct%202023%2010:58:00%20GMT	https://www.algorand.foundation/tokenomics	E:/New%20folder%20(2)/hakthon/www.algorand.foundation/tokenomics.html	(from https://www.algorand.foundation/build-a-bull-hackathon?utm_source=Google&utm_medium=paidsearch&utm_campaign=Hackathon&utm_content=register&utm_term=allnonbrand&utm_source=google&utm_medium=cpc&utm_campaign=20568089981&utm_adgroup=153068630385&utm_term=upcoming%20hackathons&gclid=CjwKCAjwkNOpBhBEEiwAb3MvvW47dBI_Tt5FMHR01NXLoZNW2Da2LWAXHrNfU23oWZ3EL6drMF6eMxoCTAIQAvD_BwE)
16:28:03	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2022%20Oct%202023%2010:58:01%20GMT	https://www.algorand.foundation/transparency	E:/New%20folder%20(2)/hakthon/www.algorand.foundation/transparency	(from https://www.algorand.foundation/build-a-bull-hackathon?utm_source=Google&utm_medium=paidsearch&utm_campaign=Hackathon&utm_content=register&utm_term=allnonbrand&utm_source=google&utm_medium=cpc&utm_campaign=20568089981&utm_adgroup=153068630385&utm_term=upcoming%20hackathons&gclid=CjwKCAjwkNOpBhBEEiwAb3MvvW47dBI_Tt5FMHR01NXLoZNW2Da2LWAXHrNfU23oWZ3EL6drMF6eMxoCTAIQAvD_BwE)
16:28:03	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2022%20Oct%202023%2010:58:01%20GMT	https://www.algorand.foundation/education	E:/New%20folder%20(2)/hakthon/www.algorand.foundation/education	(from https://www.algorand.foundation/build-a-bull-hackathon?utm_source=Google&utm_medium=paidsearch&utm_campaign=Hackathon&utm_content=register&utm_term=allnonbrand&utm_source=google&utm_medium=cpc&utm_campaign=20568089981&utm_adgroup=153068630385&utm_term=upcoming%20hackathons&gclid=CjwKCAjwkNOpBhBEEiwAb3MvvW47dBI_Tt5FMHR01NXLoZNW2Da2LWAXHrNfU23oWZ3EL6drMF6eMxoCTAIQAvD_BwE)
16:28:04	107418/107418	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Oct%202023%2010:58:02%20GMT	https://www.algorand.foundation/events	E:/New%20folder%20(2)/hakthon/www.algorand.foundation/events.html	(from https://www.algorand.foundation/build-a-bull-hackathon?utm_source=Google&utm_medium=paidsearch&utm_campaign=Hackathon&utm_content=register&utm_term=allnonbrand&utm_source=google&utm_medium=cpc&utm_campaign=20568089981&utm_adgroup=153068630385&utm_term=upcoming%20hackathons&gclid=CjwKCAjwkNOpBhBEEiwAb3MvvW47dBI_Tt5FMHR01NXLoZNW2Da2LWAXHrNfU23oWZ3EL6drMF6eMxoCTAIQAvD_BwE)
16:28:04	69112/69112	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Oct%202023%2010:58:02%20GMT	https://www.algorand.foundation/university-programs	E:/New%20folder%20(2)/hakthon/www.algorand.foundation/university-programs.html	(from https://www.algorand.foundation/build-a-bull-hackathon?utm_source=Google&utm_medium=paidsearch&utm_campaign=Hackathon&utm_content=register&utm_term=allnonbrand&utm_source=google&utm_medium=cpc&utm_campaign=20568089981&utm_adgroup=153068630385&utm_term=upcoming%20hackathons&gclid=CjwKCAjwkNOpBhBEEiwAb3MvvW47dBI_Tt5FMHR01NXLoZNW2Da2LWAXHrNfU23oWZ3EL6drMF6eMxoCTAIQAvD_BwE)
16:28:05	116366/116366	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Oct%202023%2010:58:03%20GMT	https://www.algorand.foundation/impact-sustainability	E:/New%20folder%20(2)/hakthon/www.algorand.foundation/impact-sustainability.html	(from https://www.algorand.foundation/build-a-bull-hackathon?utm_source=Google&utm_medium=paidsearch&utm_campaign=Hackathon&utm_content=register&utm_term=allnonbrand&utm_source=google&utm_medium=cpc&utm_campaign=20568089981&utm_adgroup=153068630385&utm_term=upcoming%20hackathons&gclid=CjwKCAjwkNOpBhBEEiwAb3MvvW47dBI_Tt5FMHR01NXLoZNW2Da2LWAXHrNfU23oWZ3EL6drMF6eMxoCTAIQAvD_BwE)
16:28:06	113659/113659	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Oct%202023%2010:58:04%20GMT	https://www.algorand.foundation/impact-summit	E:/New%20folder%20(2)/hakthon/www.algorand.foundation/impact-summit.html	(from https://www.algorand.foundation/build-a-bull-hackathon?utm_source=Google&utm_medium=paidsearch&utm_campaign=Hackathon&utm_content=register&utm_term=allnonbrand&utm_source=google&utm_medium=cpc&utm_campaign=20568089981&utm_adgroup=153068630385&utm_term=upcoming%20hackathons&gclid=CjwKCAjwkNOpBhBEEiwAb3MvvW47dBI_Tt5FMHR01NXLoZNW2Da2LWAXHrNfU23oWZ3EL6drMF6eMxoCTAIQAvD_BwE)
16:28:07	89711/89711	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Oct%202023%2010:58:04%20GMT	https://www.algorand.foundation/news	E:/New%20folder%20(2)/hakthon/www.algorand.foundation/news.html	(from https://www.algorand.foundation/build-a-bull-hackathon?utm_source=Google&utm_medium=paidsearch&utm_campaign=Hackathon&utm_content=register&utm_term=allnonbrand&utm_source=google&utm_medium=cpc&utm_campaign=20568089981&utm_adgroup=153068630385&utm_term=upcoming%20hackathons&gclid=CjwKCAjwkNOpBhBEEiwAb3MvvW47dBI_Tt5FMHR01NXLoZNW2Da2LWAXHrNfU23oWZ3EL6drMF6eMxoCTAIQAvD_BwE)
16:28:07	142544/142544	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Oct%202023%2010:58:05%20GMT	https://www.algorand.foundation/ecosystem	E:/New%20folder%20(2)/hakthon/www.algorand.foundation/ecosystem.html	(from https://www.algorand.foundation/build-a-bull-hackathon?utm_source=Google&utm_medium=paidsearch&utm_campaign=Hackathon&utm_content=register&utm_term=allnonbrand&utm_source=google&utm_medium=cpc&utm_campaign=20568089981&utm_adgroup=153068630385&utm_term=upcoming%20hackathons&gclid=CjwKCAjwkNOpBhBEEiwAb3MvvW47dBI_Tt5FMHR01NXLoZNW2Da2LWAXHrNfU23oWZ3EL6drMF6eMxoCTAIQAvD_BwE)
16:28:07	84961/84961	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Oct%202023%2010:58:05%20GMT	https://www.algorand.foundation/defi	E:/New%20folder%20(2)/hakthon/www.algorand.foundation/defi.html	(from https://www.algorand.foundation/build-a-bull-hackathon?utm_source=Google&utm_medium=paidsearch&utm_campaign=Hackathon&utm_content=register&utm_term=allnonbrand&utm_source=google&utm_medium=cpc&utm_campaign=20568089981&utm_adgroup=153068630385&utm_term=upcoming%20hackathons&gclid=CjwKCAjwkNOpBhBEEiwAb3MvvW47dBI_Tt5FMHR01NXLoZNW2Da2LWAXHrNfU23oWZ3EL6drMF6eMxoCTAIQAvD_BwE)
16:28:08	80629/80629	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Oct%202023%2010:58:06%20GMT	https://www.algorand.foundation/oracle-bridges	E:/New%20folder%20(2)/hakthon/www.algorand.foundation/oracle-bridges.html	(from https://www.algorand.foundation/build-a-bull-hackathon?utm_source=Google&utm_medium=paidsearch&utm_campaign=Hackathon&utm_content=register&utm_term=allnonbrand&utm_source=google&utm_medium=cpc&utm_campaign=20568089981&utm_adgroup=153068630385&utm_term=upcoming%20hackathons&gclid=CjwKCAjwkNOpBhBEEiwAb3MvvW47dBI_Tt5FMHR01NXLoZNW2Da2LWAXHrNfU23oWZ3EL6drMF6eMxoCTAIQAvD_BwE)
16:28:08	112594/112594	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Oct%202023%2010:58:06%20GMT	https://www.algorand.foundation/governance	E:/New%20folder%20(2)/hakthon/www.algorand.foundation/governance.html	(from https://www.algorand.foundation/build-a-bull-hackathon?utm_source=Google&utm_medium=paidsearch&utm_campaign=Hackathon&utm_content=register&utm_term=allnonbrand&utm_source=google&utm_medium=cpc&utm_campaign=20568089981&utm_adgroup=153068630385&utm_term=upcoming%20hackathons&gclid=CjwKCAjwkNOpBhBEEiwAb3MvvW47dBI_Tt5FMHR01NXLoZNW2Da2LWAXHrNfU23oWZ3EL6drMF6eMxoCTAIQAvD_BwE)
16:28:09	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2022%20Oct%202023%2010:58:07%20GMT	https://www.algorand.foundation/get-started	E:/New%20folder%20(2)/hakthon/www.algorand.foundation/get-started	(from https://www.algorand.foundation/build-a-bull-hackathon?utm_source=Google&utm_medium=paidsearch&utm_campaign=Hackathon&utm_content=register&utm_term=allnonbrand&utm_source=google&utm_medium=cpc&utm_campaign=20568089981&utm_adgroup=153068630385&utm_term=upcoming%20hackathons&gclid=CjwKCAjwkNOpBhBEEiwAb3MvvW47dBI_Tt5FMHR01NXLoZNW2Da2LWAXHrNfU23oWZ3EL6drMF6eMxoCTAIQAvD_BwE)
16:28:09	89108/89108	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Oct%202023%2010:58:07%20GMT	https://www.algorand.foundation/funding	E:/New%20folder%20(2)/hakthon/www.algorand.foundation/funding.html	(from https://www.algorand.foundation/build-a-bull-hackathon?utm_source=Google&utm_medium=paidsearch&utm_campaign=Hackathon&utm_content=register&utm_term=allnonbrand&utm_source=google&utm_medium=cpc&utm_campaign=20568089981&utm_adgroup=153068630385&utm_term=upcoming%20hackathons&gclid=CjwKCAjwkNOpBhBEEiwAb3MvvW47dBI_Tt5FMHR01NXLoZNW2Da2LWAXHrNfU23oWZ3EL6drMF6eMxoCTAIQAvD_BwE)
16:28:10	67665/67665	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Oct%202023%2010:58:08%20GMT	https://www.algorand.foundation/discounted-service-providers	E:/New%20folder%20(2)/hakthon/www.algorand.foundation/discounted-service-providers.html	(from https://www.algorand.foundation/build-a-bull-hackathon?utm_source=Google&utm_medium=paidsearch&utm_campaign=Hackathon&utm_content=register&utm_term=allnonbrand&utm_source=google&utm_medium=cpc&utm_campaign=20568089981&utm_adgroup=153068630385&utm_term=upcoming%20hackathons&gclid=CjwKCAjwkNOpBhBEEiwAb3MvvW47dBI_Tt5FMHR01NXLoZNW2Da2LWAXHrNfU23oWZ3EL6drMF6eMxoCTAIQAvD_BwE)
16:28:10	103022/103022	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Oct%202023%2010:58:08%20GMT	https://www.algorand.foundation/developers	E:/New%20folder%20(2)/hakthon/www.algorand.foundation/developers.html	(from https://www.algorand.foundation/build-a-bull-hackathon?utm_source=Google&utm_medium=paidsearch&utm_campaign=Hackathon&utm_content=register&utm_term=allnonbrand&utm_source=google&utm_medium=cpc&utm_campaign=20568089981&utm_adgroup=153068630385&utm_term=upcoming%20hackathons&gclid=CjwKCAjwkNOpBhBEEiwAb3MvvW47dBI_Tt5FMHR01NXLoZNW2Da2LWAXHrNfU23oWZ3EL6drMF6eMxoCTAIQAvD_BwE)
16:28:11	181787/181787	---M-Z	200	added ('OK')	text/html	date:Sun,%2022%20Oct%202023%2010:58:08%20GMT	https://www.algorand.foundation/governance-committee	E:/New%20folder%20(2)/hakthon/www.algorand.foundation/governance-committee.html	(from https://www.algorand.foundation/build-a-bull-hackathon?utm_source=Google&utm_medium=paidsearch&utm_campaign=Hackathon&utm_content=register&utm_term=allnonbrand&utm_source=google&utm_medium=cpc&utm_campaign=20568089981&utm_adgroup=153068630385&utm_term=upcoming%20hackathons&gclid=CjwKCAjwkNOpBhBEEiwAb3MvvW47dBI_Tt5FMHR01NXLoZNW2Da2LWAXHrNfU23oWZ3EL6drMF6eMxoCTAIQAvD_BwE)
